conj,infinitive,mode,pess,time
chovas,chover,conjuntivo subjuntivo (br),tu,presente
chovesses,chover,conjuntivo subjuntivo (br),tu,pretérito imperfeito
choveres,chover,conjuntivo subjuntivo (br),tu,futuro
chova,chover,conjuntivo subjuntivo (br),ele/ela,presente
chovesse,chover,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
chover,chover,conjuntivo subjuntivo (br),ele/ela,futuro
chovamos,chover,conjuntivo subjuntivo (br),nós,presente
chovêssemos,chover,conjuntivo subjuntivo (br),nós,pretérito imperfeito
chovermos,chover,conjuntivo subjuntivo (br),nós,futuro
chovais,chover,conjuntivo subjuntivo (br),vós,presente
chovêsseis,chover,conjuntivo subjuntivo (br),vós,pretérito imperfeito
choverdes,chover,conjuntivo subjuntivo (br),vós,futuro
chovam,chover,conjuntivo subjuntivo (br),eles/elas,presente
chovessem,chover,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
choverem,chover,conjuntivo subjuntivo (br),eles/elas,futuro
chover,chover,imperativo,eu,infinitivo pessoal
choveres,chover,imperativo,tu,infinitivo pessoal
chove,chover,imperativo,tu,afirmativo
chovas,chover,imperativo,tu,negativo
chover,chover,imperativo,ele/ela,infinitivo pessoal
chova,chover,imperativo,ele/ela,afirmativo
chova,chover,imperativo,ele/ela,negativo
chovermos,chover,imperativo,nós,infinitivo pessoal
chovamos,chover,imperativo,nós,afirmativo
chovamos,chover,imperativo,nós,negativo
choverdes,chover,imperativo,vós,infinitivo pessoal
chovei,chover,imperativo,vós,afirmativo
chovais,chover,imperativo,vós,negativo
choverem,chover,imperativo,eles/elas,infinitivo pessoal
chovam,chover,imperativo,eles/elas,afirmativo
chovam,chover,imperativo,eles/elas,negativo
celebrando,celebrar,gerundio,,
celebrado,celebrar,participio,,
celebro,celebrar,indicativo,eu,presente
celebrei,celebrar,indicativo,eu,pretérito perfeito
celebrava,celebrar,indicativo,eu,pretérito imperfeito
celebras,celebrar,indicativo,tu,presente
celebraste,celebrar,indicativo,tu,pretérito perfeito
celebravas,celebrar,indicativo,tu,pretérito imperfeito
celebra,celebrar,indicativo,ele/ela,presente
celebrou,celebrar,indicativo,ele/ela,pretérito perfeito
celebrava,celebrar,indicativo,ele/ela,pretérito imperfeito
celebramos,celebrar,indicativo,nós,presente
celebrámos / celebramos,celebrar,indicativo,nós,pretérito perfeito
celebrávamos,celebrar,indicativo,nós,pretérito imperfeito
celebrais,celebrar,indicativo,vós,presente
celebrastes,celebrar,indicativo,vós,pretérito perfeito
celebráveis,celebrar,indicativo,vós,pretérito imperfeito
celebram,celebrar,indicativo,eles/elas,presente
celebraram,celebrar,indicativo,eles/elas,pretérito perfeito
celebravam,celebrar,indicativo,eles/elas,pretérito imperfeito
celebrara,celebrar,indicativo,eu,pret. mais-que-perfeito
celebrarei,celebrar,indicativo,eu,futuro
celebraria,celebrar,indicativo,eu,condicional
celebraras,celebrar,indicativo,tu,pret. mais-que-perfeito
celebrarás,celebrar,indicativo,tu,futuro
celebrarias,celebrar,indicativo,tu,condicional
celebrara,celebrar,indicativo,ele/ela,pret. mais-que-perfeito
celebrará,celebrar,indicativo,ele/ela,futuro
celebraria,celebrar,indicativo,ele/ela,condicional
celebráramos,celebrar,indicativo,nós,pret. mais-que-perfeito
celebraremos,celebrar,indicativo,nós,futuro
celebraríamos,celebrar,indicativo,nós,condicional
celebráreis,celebrar,indicativo,vós,pret. mais-que-perfeito
celebrareis,celebrar,indicativo,vós,futuro
celebraríeis,celebrar,indicativo,vós,condicional
celebraram,celebrar,indicativo,eles/elas,pret. mais-que-perfeito
celebrarão,celebrar,indicativo,eles/elas,futuro
celebrariam,celebrar,indicativo,eles/elas,condicional
celebre,celebrar,conjuntivo subjuntivo (br),eu,presente
celebrasse,celebrar,conjuntivo subjuntivo (br),eu,pretérito imperfeito
celebrar,celebrar,conjuntivo subjuntivo (br),eu,futuro
celebres,celebrar,conjuntivo subjuntivo (br),tu,presente
celebrasses,celebrar,conjuntivo subjuntivo (br),tu,pretérito imperfeito
celebrares,celebrar,conjuntivo subjuntivo (br),tu,futuro
celebre,celebrar,conjuntivo subjuntivo (br),ele/ela,presente
celebrasse,celebrar,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
celebrar,celebrar,conjuntivo subjuntivo (br),ele/ela,futuro
celebremos,celebrar,conjuntivo subjuntivo (br),nós,presente
celebrássemos,celebrar,conjuntivo subjuntivo (br),nós,pretérito imperfeito
celebrarmos,celebrar,conjuntivo subjuntivo (br),nós,futuro
celebreis,celebrar,conjuntivo subjuntivo (br),vós,presente
celebrásseis,celebrar,conjuntivo subjuntivo (br),vós,pretérito imperfeito
celebrardes,celebrar,conjuntivo subjuntivo (br),vós,futuro
celebrem,celebrar,conjuntivo subjuntivo (br),eles/elas,presente
celebrassem,celebrar,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
celebrarem,celebrar,conjuntivo subjuntivo (br),eles/elas,futuro
celebrar,celebrar,imperativo,eu,infinitivo pessoal
celebrares,celebrar,imperativo,tu,infinitivo pessoal
celebra,celebrar,imperativo,tu,afirmativo
celebres,celebrar,imperativo,tu,negativo
celebrar,celebrar,imperativo,ele/ela,infinitivo pessoal
celebre,celebrar,imperativo,ele/ela,afirmativo
celebre,celebrar,imperativo,ele/ela,negativo
celebrarmos,celebrar,imperativo,nós,infinitivo pessoal
celebremos,celebrar,imperativo,nós,afirmativo
celebremos,celebrar,imperativo,nós,negativo
celebrardes,celebrar,imperativo,vós,infinitivo pessoal
celebrai,celebrar,imperativo,vós,afirmativo
celebreis,celebrar,imperativo,vós,negativo
celebrarem,celebrar,imperativo,eles/elas,infinitivo pessoal
celebrem,celebrar,imperativo,eles/elas,afirmativo
celebrem,celebrar,imperativo,eles/elas,negativo
perdoando,perdoar,gerundio,,
perdoado,perdoar,participio,,
perdoo,perdoar,indicativo,eu,presente
perdoei,perdoar,indicativo,eu,pretérito perfeito
perdoava,perdoar,indicativo,eu,pretérito imperfeito
perdoas,perdoar,indicativo,tu,presente
perdoaste,perdoar,indicativo,tu,pretérito perfeito
perdoavas,perdoar,indicativo,tu,pretérito imperfeito
perdoa,perdoar,indicativo,ele/ela,presente
perdoou,perdoar,indicativo,ele/ela,pretérito perfeito
perdoava,perdoar,indicativo,ele/ela,pretérito imperfeito
perdoamos,perdoar,indicativo,nós,presente
perdoámos / perdoamos,perdoar,indicativo,nós,pretérito perfeito
perdoávamos,perdoar,indicativo,nós,pretérito imperfeito
perdoais,perdoar,indicativo,vós,presente
perdoastes,perdoar,indicativo,vós,pretérito perfeito
perdoáveis,perdoar,indicativo,vós,pretérito imperfeito
perdoam,perdoar,indicativo,eles/elas,presente
perdoaram,perdoar,indicativo,eles/elas,pretérito perfeito
perdoavam,perdoar,indicativo,eles/elas,pretérito imperfeito
perdoara,perdoar,indicativo,eu,pret. mais-que-perfeito
perdoarei,perdoar,indicativo,eu,futuro
perdoaria,perdoar,indicativo,eu,condicional
perdoaras,perdoar,indicativo,tu,pret. mais-que-perfeito
perdoarás,perdoar,indicativo,tu,futuro
perdoarias,perdoar,indicativo,tu,condicional
perdoara,perdoar,indicativo,ele/ela,pret. mais-que-perfeito
perdoará,perdoar,indicativo,ele/ela,futuro
perdoaria,perdoar,indicativo,ele/ela,condicional
perdoáramos,perdoar,indicativo,nós,pret. mais-que-perfeito
perdoaremos,perdoar,indicativo,nós,futuro
perdoaríamos,perdoar,indicativo,nós,condicional
perdoáreis,perdoar,indicativo,vós,pret. mais-que-perfeito
perdoareis,perdoar,indicativo,vós,futuro
perdoaríeis,perdoar,indicativo,vós,condicional
perdoaram,perdoar,indicativo,eles/elas,pret. mais-que-perfeito
perdoarão,perdoar,indicativo,eles/elas,futuro
perdoariam,perdoar,indicativo,eles/elas,condicional
perdoe,perdoar,conjuntivo subjuntivo (br),eu,presente
perdoasse,perdoar,conjuntivo subjuntivo (br),eu,pretérito imperfeito
perdoar,perdoar,conjuntivo subjuntivo (br),eu,futuro
perdoes,perdoar,conjuntivo subjuntivo (br),tu,presente
perdoasses,perdoar,conjuntivo subjuntivo (br),tu,pretérito imperfeito
perdoares,perdoar,conjuntivo subjuntivo (br),tu,futuro
perdoe,perdoar,conjuntivo subjuntivo (br),ele/ela,presente
perdoasse,perdoar,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
perdoar,perdoar,conjuntivo subjuntivo (br),ele/ela,futuro
perdoemos,perdoar,conjuntivo subjuntivo (br),nós,presente
perdoássemos,perdoar,conjuntivo subjuntivo (br),nós,pretérito imperfeito
perdoarmos,perdoar,conjuntivo subjuntivo (br),nós,futuro
perdoeis,perdoar,conjuntivo subjuntivo (br),vós,presente
perdoásseis,perdoar,conjuntivo subjuntivo (br),vós,pretérito imperfeito
perdoardes,perdoar,conjuntivo subjuntivo (br),vós,futuro
perdoem,perdoar,conjuntivo subjuntivo (br),eles/elas,presente
perdoassem,perdoar,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
perdoarem,perdoar,conjuntivo subjuntivo (br),eles/elas,futuro
perdoar,perdoar,imperativo,eu,infinitivo pessoal
perdoares,perdoar,imperativo,tu,infinitivo pessoal
perdoa,perdoar,imperativo,tu,afirmativo
perdoes,perdoar,imperativo,tu,negativo
perdoar,perdoar,imperativo,ele/ela,infinitivo pessoal
perdoe,perdoar,imperativo,ele/ela,afirmativo
perdoe,perdoar,imperativo,ele/ela,negativo
perdoarmos,perdoar,imperativo,nós,infinitivo pessoal
perdoemos,perdoar,imperativo,nós,afirmativo
perdoemos,perdoar,imperativo,nós,negativo
perdoardes,perdoar,imperativo,vós,infinitivo pessoal
perdoai,perdoar,imperativo,vós,afirmativo
perdoeis,perdoar,imperativo,vós,negativo
perdoarem,perdoar,imperativo,eles/elas,infinitivo pessoal
perdoem,perdoar,imperativo,eles/elas,afirmativo
perdoem,perdoar,imperativo,eles/elas,negativo
preenchendo,preencher,gerundio,,
preenchido,preencher,participio,,
preencho,preencher,indicativo,eu,presente
preenchi,preencher,indicativo,eu,pretérito perfeito
preenchia,preencher,indicativo,eu,pretérito imperfeito
preenches,preencher,indicativo,tu,presente
preencheste,preencher,indicativo,tu,pretérito perfeito
preenchias,preencher,indicativo,tu,pretérito imperfeito
preenche,preencher,indicativo,ele/ela,presente
preencheu,preencher,indicativo,ele/ela,pretérito perfeito
preenchia,preencher,indicativo,ele/ela,pretérito imperfeito
preenchemos,preencher,indicativo,nós,presente
preenchemos,preencher,indicativo,nós,pretérito perfeito
preenchíamos,preencher,indicativo,nós,pretérito imperfeito
preencheis,preencher,indicativo,vós,presente
preenchestes,preencher,indicativo,vós,pretérito perfeito
preenchíeis,preencher,indicativo,vós,pretérito imperfeito
preenchem,preencher,indicativo,eles/elas,presente
preencheram,preencher,indicativo,eles/elas,pretérito perfeito
preenchiam,preencher,indicativo,eles/elas,pretérito imperfeito
preenchera,preencher,indicativo,eu,pret. mais-que-perfeito
preencherei,preencher,indicativo,eu,futuro
preencheria,preencher,indicativo,eu,condicional
preencheras,preencher,indicativo,tu,pret. mais-que-perfeito
preencherás,preencher,indicativo,tu,futuro
preencherias,preencher,indicativo,tu,condicional
preenchera,preencher,indicativo,ele/ela,pret. mais-que-perfeito
preencherá,preencher,indicativo,ele/ela,futuro
preencheria,preencher,indicativo,ele/ela,condicional
preenchêramos,preencher,indicativo,nós,pret. mais-que-perfeito
preencheremos,preencher,indicativo,nós,futuro
preencheríamos,preencher,indicativo,nós,condicional
preenchêreis,preencher,indicativo,vós,pret. mais-que-perfeito
preenchereis,preencher,indicativo,vós,futuro
preencheríeis,preencher,indicativo,vós,condicional
preencheram,preencher,indicativo,eles/elas,pret. mais-que-perfeito
preencherão,preencher,indicativo,eles/elas,futuro
preencheriam,preencher,indicativo,eles/elas,condicional
preencha,preencher,conjuntivo subjuntivo (br),eu,presente
preenchesse,preencher,conjuntivo subjuntivo (br),eu,pretérito imperfeito
preencher,preencher,conjuntivo subjuntivo (br),eu,futuro
preenchas,preencher,conjuntivo subjuntivo (br),tu,presente
preenchesses,preencher,conjuntivo subjuntivo (br),tu,pretérito imperfeito
preencheres,preencher,conjuntivo subjuntivo (br),tu,futuro
preencha,preencher,conjuntivo subjuntivo (br),ele/ela,presente
preenchesse,preencher,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
preencher,preencher,conjuntivo subjuntivo (br),ele/ela,futuro
preenchamos,preencher,conjuntivo subjuntivo (br),nós,presente
preenchêssemos,preencher,conjuntivo subjuntivo (br),nós,pretérito imperfeito
preenchermos,preencher,conjuntivo subjuntivo (br),nós,futuro
preenchais,preencher,conjuntivo subjuntivo (br),vós,presente
preenchêsseis,preencher,conjuntivo subjuntivo (br),vós,pretérito imperfeito
preencherdes,preencher,conjuntivo subjuntivo (br),vós,futuro
preencham,preencher,conjuntivo subjuntivo (br),eles/elas,presente
preenchessem,preencher,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
preencherem,preencher,conjuntivo subjuntivo (br),eles/elas,futuro
preencher,preencher,imperativo,eu,infinitivo pessoal
preencheres,preencher,imperativo,tu,infinitivo pessoal
preenche,preencher,imperativo,tu,afirmativo
preenchas,preencher,imperativo,tu,negativo
preencher,preencher,imperativo,ele/ela,infinitivo pessoal
preencha,preencher,imperativo,ele/ela,afirmativo
preencha,preencher,imperativo,ele/ela,negativo
preenchermos,preencher,imperativo,nós,infinitivo pessoal
preenchamos,preencher,imperativo,nós,afirmativo
preenchamos,preencher,imperativo,nós,negativo
preencherdes,preencher,imperativo,vós,infinitivo pessoal
preenchei,preencher,imperativo,vós,afirmativo
preenchais,preencher,imperativo,vós,negativo
preencherem,preencher,imperativo,eles/elas,infinitivo pessoal
preencham,preencher,imperativo,eles/elas,afirmativo
preencham,preencher,imperativo,eles/elas,negativo
evoluindo,evoluir,gerundio,,
evoluído,evoluir,participio,,
evoluo,evoluir,indicativo,eu,presente
evoluí,evoluir,indicativo,eu,pretérito perfeito
evoluía,evoluir,indicativo,eu,pretérito imperfeito
evoluis,evoluir,indicativo,tu,presente
evoluíste,evoluir,indicativo,tu,pretérito perfeito
evoluías,evoluir,indicativo,tu,pretérito imperfeito
evolui,evoluir,indicativo,ele/ela,presente
evoluiu,evoluir,indicativo,ele/ela,pretérito perfeito
evoluía,evoluir,indicativo,ele/ela,pretérito imperfeito
evoluímos,evoluir,indicativo,nós,presente
evoluímos,evoluir,indicativo,nós,pretérito perfeito
evoluíamos,evoluir,indicativo,nós,pretérito imperfeito
evoluís,evoluir,indicativo,vós,presente
evoluístes,evoluir,indicativo,vós,pretérito perfeito
evoluíeis,evoluir,indicativo,vós,pretérito imperfeito
evoluem,evoluir,indicativo,eles/elas,presente
evoluíram,evoluir,indicativo,eles/elas,pretérito perfeito
evoluíam,evoluir,indicativo,eles/elas,pretérito imperfeito
evoluíra,evoluir,indicativo,eu,pret. mais-que-perfeito
evoluirei,evoluir,indicativo,eu,futuro
evoluiria,evoluir,indicativo,eu,condicional
evoluíras,evoluir,indicativo,tu,pret. mais-que-perfeito
evoluirás,evoluir,indicativo,tu,futuro
evoluirias,evoluir,indicativo,tu,condicional
evoluíra,evoluir,indicativo,ele/ela,pret. mais-que-perfeito
evoluirá,evoluir,indicativo,ele/ela,futuro
evoluiria,evoluir,indicativo,ele/ela,condicional
evoluíramos,evoluir,indicativo,nós,pret. mais-que-perfeito
evoluiremos,evoluir,indicativo,nós,futuro
evoluiríamos,evoluir,indicativo,nós,condicional
evoluíreis,evoluir,indicativo,vós,pret. mais-que-perfeito
evoluireis,evoluir,indicativo,vós,futuro
evoluiríeis,evoluir,indicativo,vós,condicional
evoluíram,evoluir,indicativo,eles/elas,pret. mais-que-perfeito
evoluirão,evoluir,indicativo,eles/elas,futuro
evoluiriam,evoluir,indicativo,eles/elas,condicional
evolua,evoluir,conjuntivo subjuntivo (br),eu,presente
evoluísse,evoluir,conjuntivo subjuntivo (br),eu,pretérito imperfeito
evoluir,evoluir,conjuntivo subjuntivo (br),eu,futuro
evoluas,evoluir,conjuntivo subjuntivo (br),tu,presente
evoluísses,evoluir,conjuntivo subjuntivo (br),tu,pretérito imperfeito
evoluíres,evoluir,conjuntivo subjuntivo (br),tu,futuro
evolua,evoluir,conjuntivo subjuntivo (br),ele/ela,presente
evoluísse,evoluir,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
evoluir,evoluir,conjuntivo subjuntivo (br),ele/ela,futuro
evoluamos,evoluir,conjuntivo subjuntivo (br),nós,presente
evoluíssemos,evoluir,conjuntivo subjuntivo (br),nós,pretérito imperfeito
evoluirmos,evoluir,conjuntivo subjuntivo (br),nós,futuro
evoluais,evoluir,conjuntivo subjuntivo (br),vós,presente
evoluísseis,evoluir,conjuntivo subjuntivo (br),vós,pretérito imperfeito
evoluirdes,evoluir,conjuntivo subjuntivo (br),vós,futuro
evoluam,evoluir,conjuntivo subjuntivo (br),eles/elas,presente
evoluíssem,evoluir,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
evoluírem,evoluir,conjuntivo subjuntivo (br),eles/elas,futuro
evoluir,evoluir,imperativo,eu,infinitivo pessoal
evoluíres,evoluir,imperativo,tu,infinitivo pessoal
evolui,evoluir,imperativo,tu,afirmativo
evoluas,evoluir,imperativo,tu,negativo
evoluir,evoluir,imperativo,ele/ela,infinitivo pessoal
evolua,evoluir,imperativo,ele/ela,afirmativo
evolua,evoluir,imperativo,ele/ela,negativo
evoluirmos,evoluir,imperativo,nós,infinitivo pessoal
evoluamos,evoluir,imperativo,nós,afirmativo
evoluamos,evoluir,imperativo,nós,negativo
evoluirdes,evoluir,imperativo,vós,infinitivo pessoal
evoluí,evoluir,imperativo,vós,afirmativo
evoluais,evoluir,imperativo,vós,negativo
evoluírem,evoluir,imperativo,eles/elas,infinitivo pessoal
evoluam,evoluir,imperativo,eles/elas,afirmativo
evoluam,evoluir,imperativo,eles/elas,negativo
arriscando,arriscar,gerundio,,
arriscado,arriscar,participio,,
arrisco,arriscar,indicativo,eu,presente
arrisquei,arriscar,indicativo,eu,pretérito perfeito
arriscava,arriscar,indicativo,eu,pretérito imperfeito
arriscas,arriscar,indicativo,tu,presente
arriscaste,arriscar,indicativo,tu,pretérito perfeito
arriscavas,arriscar,indicativo,tu,pretérito imperfeito
arrisca,arriscar,indicativo,ele/ela,presente
arriscou,arriscar,indicativo,ele/ela,pretérito perfeito
arriscava,arriscar,indicativo,ele/ela,pretérito imperfeito
arriscamos,arriscar,indicativo,nós,presente
arriscámos / arriscamos,arriscar,indicativo,nós,pretérito perfeito
arriscávamos,arriscar,indicativo,nós,pretérito imperfeito
arriscais,arriscar,indicativo,vós,presente
arriscastes,arriscar,indicativo,vós,pretérito perfeito
arriscáveis,arriscar,indicativo,vós,pretérito imperfeito
arriscam,arriscar,indicativo,eles/elas,presente
arriscaram,arriscar,indicativo,eles/elas,pretérito perfeito
arriscavam,arriscar,indicativo,eles/elas,pretérito imperfeito
arriscara,arriscar,indicativo,eu,pret. mais-que-perfeito
arriscarei,arriscar,indicativo,eu,futuro
arriscaria,arriscar,indicativo,eu,condicional
arriscaras,arriscar,indicativo,tu,pret. mais-que-perfeito
arriscarás,arriscar,indicativo,tu,futuro
arriscarias,arriscar,indicativo,tu,condicional
arriscara,arriscar,indicativo,ele/ela,pret. mais-que-perfeito
arriscará,arriscar,indicativo,ele/ela,futuro
arriscaria,arriscar,indicativo,ele/ela,condicional
arriscáramos,arriscar,indicativo,nós,pret. mais-que-perfeito
arriscaremos,arriscar,indicativo,nós,futuro
arriscaríamos,arriscar,indicativo,nós,condicional
arriscáreis,arriscar,indicativo,vós,pret. mais-que-perfeito
arriscareis,arriscar,indicativo,vós,futuro
arriscaríeis,arriscar,indicativo,vós,condicional
arriscaram,arriscar,indicativo,eles/elas,pret. mais-que-perfeito
arriscarão,arriscar,indicativo,eles/elas,futuro
arriscariam,arriscar,indicativo,eles/elas,condicional
arrisque,arriscar,conjuntivo subjuntivo (br),eu,presente
arriscasse,arriscar,conjuntivo subjuntivo (br),eu,pretérito imperfeito
arriscar,arriscar,conjuntivo subjuntivo (br),eu,futuro
arrisques,arriscar,conjuntivo subjuntivo (br),tu,presente
arriscasses,arriscar,conjuntivo subjuntivo (br),tu,pretérito imperfeito
arriscares,arriscar,conjuntivo subjuntivo (br),tu,futuro
arrisque,arriscar,conjuntivo subjuntivo (br),ele/ela,presente
arriscasse,arriscar,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
arriscar,arriscar,conjuntivo subjuntivo (br),ele/ela,futuro
arrisquemos,arriscar,conjuntivo subjuntivo (br),nós,presente
arriscássemos,arriscar,conjuntivo subjuntivo (br),nós,pretérito imperfeito
arriscarmos,arriscar,conjuntivo subjuntivo (br),nós,futuro
arrisqueis,arriscar,conjuntivo subjuntivo (br),vós,presente
arriscásseis,arriscar,conjuntivo subjuntivo (br),vós,pretérito imperfeito
arriscardes,arriscar,conjuntivo subjuntivo (br),vós,futuro
arrisquem,arriscar,conjuntivo subjuntivo (br),eles/elas,presente
arriscassem,arriscar,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
arriscarem,arriscar,conjuntivo subjuntivo (br),eles/elas,futuro
arriscar,arriscar,imperativo,eu,infinitivo pessoal
arriscares,arriscar,imperativo,tu,infinitivo pessoal
arrisca,arriscar,imperativo,tu,afirmativo
arrisques,arriscar,imperativo,tu,negativo
arriscar,arriscar,imperativo,ele/ela,infinitivo pessoal
arrisque,arriscar,imperativo,ele/ela,afirmativo
arrisque,arriscar,imperativo,ele/ela,negativo
arriscarmos,arriscar,imperativo,nós,infinitivo pessoal
arrisquemos,arriscar,imperativo,nós,afirmativo
arrisquemos,arriscar,imperativo,nós,negativo
arriscardes,arriscar,imperativo,vós,infinitivo pessoal
arriscai,arriscar,imperativo,vós,afirmativo
arrisqueis,arriscar,imperativo,vós,negativo
arriscarem,arriscar,imperativo,eles/elas,infinitivo pessoal
arrisquem,arriscar,imperativo,eles/elas,afirmativo
arrisquem,arriscar,imperativo,eles/elas,negativo
desconhecendo,desconhecer,gerundio,,
desconhecido,desconhecer,participio,,
desconheço,desconhecer,indicativo,eu,presente
desconheci,desconhecer,indicativo,eu,pretérito perfeito
desconhecia,desconhecer,indicativo,eu,pretérito imperfeito
desconheces,desconhecer,indicativo,tu,presente
desconheceste,desconhecer,indicativo,tu,pretérito perfeito
desconhecias,desconhecer,indicativo,tu,pretérito imperfeito
desconhece,desconhecer,indicativo,ele/ela,presente
desconheceu,desconhecer,indicativo,ele/ela,pretérito perfeito
desconhecia,desconhecer,indicativo,ele/ela,pretérito imperfeito
desconhecemos,desconhecer,indicativo,nós,presente
desconhecemos,desconhecer,indicativo,nós,pretérito perfeito
desconhecíamos,desconhecer,indicativo,nós,pretérito imperfeito
desconheceis,desconhecer,indicativo,vós,presente
desconhecestes,desconhecer,indicativo,vós,pretérito perfeito
desconhecíeis,desconhecer,indicativo,vós,pretérito imperfeito
desconhecem,desconhecer,indicativo,eles/elas,presente
desconheceram,desconhecer,indicativo,eles/elas,pretérito perfeito
desconheciam,desconhecer,indicativo,eles/elas,pretérito imperfeito
desconhecera,desconhecer,indicativo,eu,pret. mais-que-perfeito
desconhecerei,desconhecer,indicativo,eu,futuro
desconheceria,desconhecer,indicativo,eu,condicional
desconheceras,desconhecer,indicativo,tu,pret. mais-que-perfeito
desconhecerás,desconhecer,indicativo,tu,futuro
desconhecerias,desconhecer,indicativo,tu,condicional
desconhecera,desconhecer,indicativo,ele/ela,pret. mais-que-perfeito
desconhecerá,desconhecer,indicativo,ele/ela,futuro
desconheceria,desconhecer,indicativo,ele/ela,condicional
desconhecêramos,desconhecer,indicativo,nós,pret. mais-que-perfeito
desconheceremos,desconhecer,indicativo,nós,futuro
desconheceríamos,desconhecer,indicativo,nós,condicional
desconhecêreis,desconhecer,indicativo,vós,pret. mais-que-perfeito
desconhecereis,desconhecer,indicativo,vós,futuro
desconheceríeis,desconhecer,indicativo,vós,condicional
desconheceram,desconhecer,indicativo,eles/elas,pret. mais-que-perfeito
desconhecerão,desconhecer,indicativo,eles/elas,futuro
desconheceriam,desconhecer,indicativo,eles/elas,condicional
desconheça,desconhecer,conjuntivo subjuntivo (br),eu,presente
desconhecesse,desconhecer,conjuntivo subjuntivo (br),eu,pretérito imperfeito
desconhecer,desconhecer,conjuntivo subjuntivo (br),eu,futuro
desconheças,desconhecer,conjuntivo subjuntivo (br),tu,presente
desconhecesses,desconhecer,conjuntivo subjuntivo (br),tu,pretérito imperfeito
desconheceres,desconhecer,conjuntivo subjuntivo (br),tu,futuro
desconheça,desconhecer,conjuntivo subjuntivo (br),ele/ela,presente
desconhecesse,desconhecer,conjuntivo subjuntivo (br),ele/ela,pretérito imperfeito
desconhecer,desconhecer,conjuntivo subjuntivo (br),ele/ela,futuro
desconheçamos,desconhecer,conjuntivo subjuntivo (br),nós,presente
desconhecêssemos,desconhecer,conjuntivo subjuntivo (br),nós,pretérito imperfeito
desconhecermos,desconhecer,conjuntivo subjuntivo (br),nós,futuro
desconheçais,desconhecer,conjuntivo subjuntivo (br),vós,presente
desconhecêsseis,desconhecer,conjuntivo subjuntivo (br),vós,pretérito imperfeito
desconhecerdes,desconhecer,conjuntivo subjuntivo (br),vós,futuro
desconheçam,desconhecer,conjuntivo subjuntivo (br),eles/elas,presente
desconhecessem,desconhecer,conjuntivo subjuntivo (br),eles/elas,pretérito imperfeito
desconhecerem,desconhecer,conjuntivo subjuntivo (br),eles/elas,futuro
desconhecer,desconhecer,imperativo,eu,infinitivo pessoal
desconheceres,desconhecer,imperativo,tu,infinitivo pessoal
desconhece,desconhecer,imperativo,tu,afirmativo
desconheças,desconhecer,imperativo,tu,negativo
desconhecer,desconhecer,imperativo,ele/ela,infinitivo pessoal
