conj,infinitive,mode,pess,time
soariam,soar,indicativo,eles/elas,condicional
disfarço,disfarçar,indicativo,eu,presente
disfarcei,disfarçar,indicativo,eu,pretérito perfeito
disfarçava,disfarçar,indicativo,eu,pretérito imperfeito
disfarças,disfarçar,indicativo,tu,presente
disfarçaste,disfarçar,indicativo,tu,pretérito perfeito
disfarçavas,disfarçar,indicativo,tu,pretérito imperfeito
disfarça,disfarçar,indicativo,ele/ela,presente
disfarçou,disfarçar,indicativo,ele/ela,pretérito perfeito
disfarçava,disfarçar,indicativo,ele/ela,pretérito imperfeito
disfarçamos,disfarçar,indicativo,nós,presente
disfarçámos / disfarçamos,disfarçar,indicativo,nós,pretérito perfeito
disfarçávamos,disfarçar,indicativo,nós,pretérito imperfeito
disfarçais,disfarçar,indicativo,vós,presente
disfarçastes,disfarçar,indicativo,vós,pretérito perfeito
disfarçáveis,disfarçar,indicativo,vós,pretérito imperfeito
disfarçam,disfarçar,indicativo,eles/elas,presente
disfarçaram,disfarçar,indicativo,eles/elas,pretérito perfeito
disfarçavam,disfarçar,indicativo,eles/elas,pretérito imperfeito
disfarçara,disfarçar,indicativo,eu,pret. mais-que-perfeito
disfarçarei,disfarçar,indicativo,eu,futuro
disfarçaria,disfarçar,indicativo,eu,condicional
disfarçaras,disfarçar,indicativo,tu,pret. mais-que-perfeito
disfarçarás,disfarçar,indicativo,tu,futuro
disfarçarias,disfarçar,indicativo,tu,condicional
disfarçara,disfarçar,indicativo,ele/ela,pret. mais-que-perfeito
disfarçará,disfarçar,indicativo,ele/ela,futuro
disfarçaria,disfarçar,indicativo,ele/ela,condicional
disfarçáramos,disfarçar,indicativo,nós,pret. mais-que-perfeito
disfarçaremos,disfarçar,indicativo,nós,futuro
disfarçaríamos,disfarçar,indicativo,nós,condicional
disfarçáreis,disfarçar,indicativo,vós,pret. mais-que-perfeito
disfarçareis,disfarçar,indicativo,vós,futuro
disfarçaríeis,disfarçar,indicativo,vós,condicional
disfarçaram,disfarçar,indicativo,eles/elas,pret. mais-que-perfeito
disfarçarão,disfarçar,indicativo,eles/elas,futuro
disfarçariam,disfarçar,indicativo,eles/elas,condicional
deponho,depor,indicativo,eu,presente
depus,depor,indicativo,eu,pretérito perfeito
depunha,depor,indicativo,eu,pretérito imperfeito
depões,depor,indicativo,tu,presente
depuseste,depor,indicativo,tu,pretérito perfeito
depunhas,depor,indicativo,tu,pretérito imperfeito
depõe,depor,indicativo,ele/ela,presente
depôs,depor,indicativo,ele/ela,pretérito perfeito
depunha,depor,indicativo,ele/ela,pretérito imperfeito
depomos,depor,indicativo,nós,presente
depusemos,depor,indicativo,nós,pretérito perfeito
depúnhamos,depor,indicativo,nós,pretérito imperfeito
depondes,depor,indicativo,vós,presente
depusestes,depor,indicativo,vós,pretérito perfeito
depúnheis,depor,indicativo,vós,pretérito imperfeito
depõem,depor,indicativo,eles/elas,presente
depuseram,depor,indicativo,eles/elas,pretérito perfeito
depunham,depor,indicativo,eles/elas,pretérito imperfeito
depusera,depor,indicativo,eu,pret. mais-que-perfeito
deporei,depor,indicativo,eu,futuro
deporia,depor,indicativo,eu,condicional
depuseras,depor,indicativo,tu,pret. mais-que-perfeito
deporás,depor,indicativo,tu,futuro
deporias,depor,indicativo,tu,condicional
depusera,depor,indicativo,ele/ela,pret. mais-que-perfeito
deporá,depor,indicativo,ele/ela,futuro
deporia,depor,indicativo,ele/ela,condicional
depuséramos,depor,indicativo,nós,pret. mais-que-perfeito
deporemos,depor,indicativo,nós,futuro
deporíamos,depor,indicativo,nós,condicional
depuséreis,depor,indicativo,vós,pret. mais-que-perfeito
deporeis,depor,indicativo,vós,futuro
deporíeis,depor,indicativo,vós,condicional
depuseram,depor,indicativo,eles/elas,pret. mais-que-perfeito
deporão,depor,indicativo,eles/elas,futuro
deporiam,depor,indicativo,eles/elas,condicional
defronto,defrontar,indicativo,eu,presente
defrontei,defrontar,indicativo,eu,pretérito perfeito
defrontava,defrontar,indicativo,eu,pretérito imperfeito
defrontas,defrontar,indicativo,tu,presente
defrontaste,defrontar,indicativo,tu,pretérito perfeito
defrontavas,defrontar,indicativo,tu,pretérito imperfeito
defronta,defrontar,indicativo,ele/ela,presente
defrontou,defrontar,indicativo,ele/ela,pretérito perfeito
defrontava,defrontar,indicativo,ele/ela,pretérito imperfeito
defrontamos,defrontar,indicativo,nós,presente
defrontámos / defrontamos,defrontar,indicativo,nós,pretérito perfeito
defrontávamos,defrontar,indicativo,nós,pretérito imperfeito
defrontais,defrontar,indicativo,vós,presente
defrontastes,defrontar,indicativo,vós,pretérito perfeito
defrontáveis,defrontar,indicativo,vós,pretérito imperfeito
defrontam,defrontar,indicativo,eles/elas,presente
defrontaram,defrontar,indicativo,eles/elas,pretérito perfeito
defrontavam,defrontar,indicativo,eles/elas,pretérito imperfeito
defrontara,defrontar,indicativo,eu,pret. mais-que-perfeito
defrontarei,defrontar,indicativo,eu,futuro
defrontaria,defrontar,indicativo,eu,condicional
defrontaras,defrontar,indicativo,tu,pret. mais-que-perfeito
defrontarás,defrontar,indicativo,tu,futuro
defrontarias,defrontar,indicativo,tu,condicional
defrontara,defrontar,indicativo,ele/ela,pret. mais-que-perfeito
defrontará,defrontar,indicativo,ele/ela,futuro
defrontaria,defrontar,indicativo,ele/ela,condicional
defrontáramos,defrontar,indicativo,nós,pret. mais-que-perfeito
defrontaremos,defrontar,indicativo,nós,futuro
defrontaríamos,defrontar,indicativo,nós,condicional
defrontáreis,defrontar,indicativo,vós,pret. mais-que-perfeito
defrontareis,defrontar,indicativo,vós,futuro
defrontaríeis,defrontar,indicativo,vós,condicional
defrontaram,defrontar,indicativo,eles/elas,pret. mais-que-perfeito
defrontarão,defrontar,indicativo,eles/elas,futuro
defrontariam,defrontar,indicativo,eles/elas,condicional
encosto,encostar,indicativo,eu,presente
encostei,encostar,indicativo,eu,pretérito perfeito
encostava,encostar,indicativo,eu,pretérito imperfeito
encostas,encostar,indicativo,tu,presente
encostaste,encostar,indicativo,tu,pretérito perfeito
encostavas,encostar,indicativo,tu,pretérito imperfeito
encosta,encostar,indicativo,ele/ela,presente
encostou,encostar,indicativo,ele/ela,pretérito perfeito
encostava,encostar,indicativo,ele/ela,pretérito imperfeito
encostamos,encostar,indicativo,nós,presente
encostámos / encostamos,encostar,indicativo,nós,pretérito perfeito
encostávamos,encostar,indicativo,nós,pretérito imperfeito
encostais,encostar,indicativo,vós,presente
encostastes,encostar,indicativo,vós,pretérito perfeito
encostáveis,encostar,indicativo,vós,pretérito imperfeito
encostam,encostar,indicativo,eles/elas,presente
encostaram,encostar,indicativo,eles/elas,pretérito perfeito
encostavam,encostar,indicativo,eles/elas,pretérito imperfeito
encostara,encostar,indicativo,eu,pret. mais-que-perfeito
encostarei,encostar,indicativo,eu,futuro
encostaria,encostar,indicativo,eu,condicional
encostaras,encostar,indicativo,tu,pret. mais-que-perfeito
encostarás,encostar,indicativo,tu,futuro
encostarias,encostar,indicativo,tu,condicional
encostara,encostar,indicativo,ele/ela,pret. mais-que-perfeito
encostará,encostar,indicativo,ele/ela,futuro
encostaria,encostar,indicativo,ele/ela,condicional
encostáramos,encostar,indicativo,nós,pret. mais-que-perfeito
encostaremos,encostar,indicativo,nós,futuro
encostaríamos,encostar,indicativo,nós,condicional
encostáreis,encostar,indicativo,vós,pret. mais-que-perfeito
encostareis,encostar,indicativo,vós,futuro
encostaríeis,encostar,indicativo,vós,condicional
encostaram,encostar,indicativo,eles/elas,pret. mais-que-perfeito
encostarão,encostar,indicativo,eles/elas,futuro
encostariam,encostar,indicativo,eles/elas,condicional
abraço,abraçar,indicativo,eu,presente
abracei,abraçar,indicativo,eu,pretérito perfeito
abraçava,abraçar,indicativo,eu,pretérito imperfeito
abraças,abraçar,indicativo,tu,presente
abraçaste,abraçar,indicativo,tu,pretérito perfeito
abraçavas,abraçar,indicativo,tu,pretérito imperfeito
abraça,abraçar,indicativo,ele/ela,presente
abraçou,abraçar,indicativo,ele/ela,pretérito perfeito
abraçava,abraçar,indicativo,ele/ela,pretérito imperfeito
abraçamos,abraçar,indicativo,nós,presente
abraçámos / abraçamos,abraçar,indicativo,nós,pretérito perfeito
abraçávamos,abraçar,indicativo,nós,pretérito imperfeito
abraçais,abraçar,indicativo,vós,presente
abraçastes,abraçar,indicativo,vós,pretérito perfeito
abraçáveis,abraçar,indicativo,vós,pretérito imperfeito
abraçam,abraçar,indicativo,eles/elas,presente
abraçaram,abraçar,indicativo,eles/elas,pretérito perfeito
abraçavam,abraçar,indicativo,eles/elas,pretérito imperfeito
abraçara,abraçar,indicativo,eu,pret. mais-que-perfeito
abraçarei,abraçar,indicativo,eu,futuro
abraçaria,abraçar,indicativo,eu,condicional
abraçaras,abraçar,indicativo,tu,pret. mais-que-perfeito
abraçarás,abraçar,indicativo,tu,futuro
abraçarias,abraçar,indicativo,tu,condicional
abraçara,abraçar,indicativo,ele/ela,pret. mais-que-perfeito
abraçará,abraçar,indicativo,ele/ela,futuro
abraçaria,abraçar,indicativo,ele/ela,condicional
abraçáramos,abraçar,indicativo,nós,pret. mais-que-perfeito
abraçaremos,abraçar,indicativo,nós,futuro
abraçaríamos,abraçar,indicativo,nós,condicional
abraçáreis,abraçar,indicativo,vós,pret. mais-que-perfeito
abraçareis,abraçar,indicativo,vós,futuro
abraçaríeis,abraçar,indicativo,vós,condicional
abraçaram,abraçar,indicativo,eles/elas,pret. mais-que-perfeito
abraçarão,abraçar,indicativo,eles/elas,futuro
abraçariam,abraçar,indicativo,eles/elas,condicional
pouso,pousar,indicativo,eu,presente
pousei,pousar,indicativo,eu,pretérito perfeito
pousava,pousar,indicativo,eu,pretérito imperfeito
pousas,pousar,indicativo,tu,presente
pousaste,pousar,indicativo,tu,pretérito perfeito
pousavas,pousar,indicativo,tu,pretérito imperfeito
pousa,pousar,indicativo,ele/ela,presente
pousou,pousar,indicativo,ele/ela,pretérito perfeito
pousava,pousar,indicativo,ele/ela,pretérito imperfeito
pousamos,pousar,indicativo,nós,presente
pousámos / pousamos,pousar,indicativo,nós,pretérito perfeito
pousávamos,pousar,indicativo,nós,pretérito imperfeito
pousais,pousar,indicativo,vós,presente
pousastes,pousar,indicativo,vós,pretérito perfeito
pousáveis,pousar,indicativo,vós,pretérito imperfeito
pousam,pousar,indicativo,eles/elas,presente
pousaram,pousar,indicativo,eles/elas,pretérito perfeito
pousavam,pousar,indicativo,eles/elas,pretérito imperfeito
pousara,pousar,indicativo,eu,pret. mais-que-perfeito
pousarei,pousar,indicativo,eu,futuro
pousaria,pousar,indicativo,eu,condicional
pousaras,pousar,indicativo,tu,pret. mais-que-perfeito
pousarás,pousar,indicativo,tu,futuro
pousarias,pousar,indicativo,tu,condicional
pousara,pousar,indicativo,ele/ela,pret. mais-que-perfeito
pousará,pousar,indicativo,ele/ela,futuro
pousaria,pousar,indicativo,ele/ela,condicional
pousáramos,pousar,indicativo,nós,pret. mais-que-perfeito
pousaremos,pousar,indicativo,nós,futuro
pousaríamos,pousar,indicativo,nós,condicional
pousáreis,pousar,indicativo,vós,pret. mais-que-perfeito
pousareis,pousar,indicativo,vós,futuro
pousaríeis,pousar,indicativo,vós,condicional
pousaram,pousar,indicativo,eles/elas,pret. mais-que-perfeito
pousarão,pousar,indicativo,eles/elas,futuro
pousariam,pousar,indicativo,eles/elas,condicional
escorro,escorrer,indicativo,eu,presente
escorri,escorrer,indicativo,eu,pretérito perfeito
escorria,escorrer,indicativo,eu,pretérito imperfeito
escorres,escorrer,indicativo,tu,presente
escorreste,escorrer,indicativo,tu,pretérito perfeito
escorrias,escorrer,indicativo,tu,pretérito imperfeito
escorre,escorrer,indicativo,ele/ela,presente
escorreu,escorrer,indicativo,ele/ela,pretérito perfeito
escorria,escorrer,indicativo,ele/ela,pretérito imperfeito
escorremos,escorrer,indicativo,nós,presente
escorremos,escorrer,indicativo,nós,pretérito perfeito
escorríamos,escorrer,indicativo,nós,pretérito imperfeito
escorreis,escorrer,indicativo,vós,presente
escorrestes,escorrer,indicativo,vós,pretérito perfeito
escorríeis,escorrer,indicativo,vós,pretérito imperfeito
escorrem,escorrer,indicativo,eles/elas,presente
escorreram,escorrer,indicativo,eles/elas,pretérito perfeito
escorriam,escorrer,indicativo,eles/elas,pretérito imperfeito
escorrera,escorrer,indicativo,eu,pret. mais-que-perfeito
escorrerei,escorrer,indicativo,eu,futuro
escorreria,escorrer,indicativo,eu,condicional
escorreras,escorrer,indicativo,tu,pret. mais-que-perfeito
escorrerás,escorrer,indicativo,tu,futuro
escorrerias,escorrer,indicativo,tu,condicional
escorrera,escorrer,indicativo,ele/ela,pret. mais-que-perfeito
escorrerá,escorrer,indicativo,ele/ela,futuro
escorreria,escorrer,indicativo,ele/ela,condicional
escorrêramos,escorrer,indicativo,nós,pret. mais-que-perfeito
escorreremos,escorrer,indicativo,nós,futuro
escorreríamos,escorrer,indicativo,nós,condicional
escorrêreis,escorrer,indicativo,vós,pret. mais-que-perfeito
escorrereis,escorrer,indicativo,vós,futuro
escorreríeis,escorrer,indicativo,vós,condicional
escorreram,escorrer,indicativo,eles/elas,pret. mais-que-perfeito
escorrerão,escorrer,indicativo,eles/elas,futuro
escorreriam,escorrer,indicativo,eles/elas,condicional
debato,debater,indicativo,eu,presente
debati,debater,indicativo,eu,pretérito perfeito
debatia,debater,indicativo,eu,pretérito imperfeito
debates,debater,indicativo,tu,presente
debateste,debater,indicativo,tu,pretérito perfeito
debatias,debater,indicativo,tu,pretérito imperfeito
debate,debater,indicativo,ele/ela,presente
debateu,debater,indicativo,ele/ela,pretérito perfeito
debatia,debater,indicativo,ele/ela,pretérito imperfeito
debatemos,debater,indicativo,nós,presente
debatemos,debater,indicativo,nós,pretérito perfeito
debatíamos,debater,indicativo,nós,pretérito imperfeito
debateis,debater,indicativo,vós,presente
debatestes,debater,indicativo,vós,pretérito perfeito
debatíeis,debater,indicativo,vós,pretérito imperfeito
debatem,debater,indicativo,eles/elas,presente
debateram,debater,indicativo,eles/elas,pretérito perfeito
debatiam,debater,indicativo,eles/elas,pretérito imperfeito
debatera,debater,indicativo,eu,pret. mais-que-perfeito
debaterei,debater,indicativo,eu,futuro
debateria,debater,indicativo,eu,condicional
debateras,debater,indicativo,tu,pret. mais-que-perfeito
debaterás,debater,indicativo,tu,futuro
debaterias,debater,indicativo,tu,condicional
debatera,debater,indicativo,ele/ela,pret. mais-que-perfeito
debaterá,debater,indicativo,ele/ela,futuro
debateria,debater,indicativo,ele/ela,condicional
debatêramos,debater,indicativo,nós,pret. mais-que-perfeito
debateremos,debater,indicativo,nós,futuro
debateríamos,debater,indicativo,nós,condicional
debatêreis,debater,indicativo,vós,pret. mais-que-perfeito
debatereis,debater,indicativo,vós,futuro
debateríeis,debater,indicativo,vós,condicional
debateram,debater,indicativo,eles/elas,pret. mais-que-perfeito
debaterão,debater,indicativo,eles/elas,futuro
debateriam,debater,indicativo,eles/elas,condicional
desencadeio,desencadear,indicativo,eu,presente
desencadeei,desencadear,indicativo,eu,pretérito perfeito
desencadeava,desencadear,indicativo,eu,pretérito imperfeito
desencadeias,desencadear,indicativo,tu,presente
desencadeaste,desencadear,indicativo,tu,pretérito perfeito
desencadeavas,desencadear,indicativo,tu,pretérito imperfeito
desencadeia,desencadear,indicativo,ele/ela,presente
desencadeou,desencadear,indicativo,ele/ela,pretérito perfeito
desencadeava,desencadear,indicativo,ele/ela,pretérito imperfeito
desencadeamos,desencadear,indicativo,nós,presente
desencadeámos / desencadeamos,desencadear,indicativo,nós,pretérito perfeito
desencadeávamos,desencadear,indicativo,nós,pretérito imperfeito
desencadeais,desencadear,indicativo,vós,presente
desencadeastes,desencadear,indicativo,vós,pretérito perfeito
desencadeáveis,desencadear,indicativo,vós,pretérito imperfeito
desencadeiam,desencadear,indicativo,eles/elas,presente
desencadearam,desencadear,indicativo,eles/elas,pretérito perfeito
desencadeavam,desencadear,indicativo,eles/elas,pretérito imperfeito
desencadeara,desencadear,indicativo,eu,pret. mais-que-perfeito
desencadearei,desencadear,indicativo,eu,futuro
desencadearia,desencadear,indicativo,eu,condicional
desencadearas,desencadear,indicativo,tu,pret. mais-que-perfeito
desencadearás,desencadear,indicativo,tu,futuro
desencadearias,desencadear,indicativo,tu,condicional
desencadeara,desencadear,indicativo,ele/ela,pret. mais-que-perfeito
desencadeará,desencadear,indicativo,ele/ela,futuro
desencadearia,desencadear,indicativo,ele/ela,condicional
desencadeáramos,desencadear,indicativo,nós,pret. mais-que-perfeito
desencadearemos,desencadear,indicativo,nós,futuro
desencadearíamos,desencadear,indicativo,nós,condicional
desencadeáreis,desencadear,indicativo,vós,pret. mais-que-perfeito
desencadeareis,desencadear,indicativo,vós,futuro
desencadearíeis,desencadear,indicativo,vós,condicional
desencadearam,desencadear,indicativo,eles/elas,pret. mais-que-perfeito
desencadearão,desencadear,indicativo,eles/elas,futuro
desencadeariam,desencadear,indicativo,eles/elas,condicional
herdo,herdar,indicativo,eu,presente
herdei,herdar,indicativo,eu,pretérito perfeito
herdava,herdar,indicativo,eu,pretérito imperfeito
herdas,herdar,indicativo,tu,presente
herdaste,herdar,indicativo,tu,pretérito perfeito
herdavas,herdar,indicativo,tu,pretérito imperfeito
herda,herdar,indicativo,ele/ela,presente
herdou,herdar,indicativo,ele/ela,pretérito perfeito
herdava,herdar,indicativo,ele/ela,pretérito imperfeito
herdamos,herdar,indicativo,nós,presente
herdámos / herdamos,herdar,indicativo,nós,pretérito perfeito
herdávamos,herdar,indicativo,nós,pretérito imperfeito
herdais,herdar,indicativo,vós,presente
herdastes,herdar,indicativo,vós,pretérito perfeito
herdáveis,herdar,indicativo,vós,pretérito imperfeito
herdam,herdar,indicativo,eles/elas,presente
herdaram,herdar,indicativo,eles/elas,pretérito perfeito
herdavam,herdar,indicativo,eles/elas,pretérito imperfeito
herdara,herdar,indicativo,eu,pret. mais-que-perfeito
herdarei,herdar,indicativo,eu,futuro
herdaria,herdar,indicativo,eu,condicional
herdaras,herdar,indicativo,tu,pret. mais-que-perfeito
herdarás,herdar,indicativo,tu,futuro
herdarias,herdar,indicativo,tu,condicional
herdara,herdar,indicativo,ele/ela,pret. mais-que-perfeito
herdará,herdar,indicativo,ele/ela,futuro
herdaria,herdar,indicativo,ele/ela,condicional
herdáramos,herdar,indicativo,nós,pret. mais-que-perfeito
herdaremos,herdar,indicativo,nós,futuro
herdaríamos,herdar,indicativo,nós,condicional
herdáreis,herdar,indicativo,vós,pret. mais-que-perfeito
herdareis,herdar,indicativo,vós,futuro
herdaríeis,herdar,indicativo,vós,condicional
herdaram,herdar,indicativo,eles/elas,pret. mais-que-perfeito
herdarão,herdar,indicativo,eles/elas,futuro
herdariam,herdar,indicativo,eles/elas,condicional
expludo,explodir,indicativo,eu,presente
explodi,explodir,indicativo,eu,pretérito perfeito
explodia,explodir,indicativo,eu,pretérito imperfeito
explodes,explodir,indicativo,tu,presente
explodiste,explodir,indicativo,tu,pretérito perfeito
explodias,explodir,indicativo,tu,pretérito imperfeito
explode,explodir,indicativo,ele/ela,presente
explodiu,explodir,indicativo,ele/ela,pretérito perfeito
explodia,explodir,indicativo,ele/ela,pretérito imperfeito
explodimos,explodir,indicativo,nós,presente
explodimos,explodir,indicativo,nós,pretérito perfeito
explodíamos,explodir,indicativo,nós,pretérito imperfeito
explodis,explodir,indicativo,vós,presente
explodistes,explodir,indicativo,vós,pretérito perfeito
explodíeis,explodir,indicativo,vós,pretérito imperfeito
explodem,explodir,indicativo,eles/elas,presente
explodiram,explodir,indicativo,eles/elas,pretérito perfeito
explodiam,explodir,indicativo,eles/elas,pretérito imperfeito
explodira,explodir,indicativo,eu,pret. mais-que-perfeito
explodirei,explodir,indicativo,eu,futuro
explodiria,explodir,indicativo,eu,condicional
explodiras,explodir,indicativo,tu,pret. mais-que-perfeito
explodirás,explodir,indicativo,tu,futuro
explodirias,explodir,indicativo,tu,condicional
explodira,explodir,indicativo,ele/ela,pret. mais-que-perfeito
explodirá,explodir,indicativo,ele/ela,futuro
explodiria,explodir,indicativo,ele/ela,condicional
explodíramos,explodir,indicativo,nós,pret. mais-que-perfeito
explodiremos,explodir,indicativo,nós,futuro
explodiríamos,explodir,indicativo,nós,condicional
explodíreis,explodir,indicativo,vós,pret. mais-que-perfeito
explodireis,explodir,indicativo,vós,futuro
explodiríeis,explodir,indicativo,vós,condicional
explodiram,explodir,indicativo,eles/elas,pret. mais-que-perfeito
explodirão,explodir,indicativo,eles/elas,futuro
explodiriam,explodir,indicativo,eles/elas,condicional
fito,fitar,indicativo,eu,presente
fitei,fitar,indicativo,eu,pretérito perfeito
fitava,fitar,indicativo,eu,pretérito imperfeito
fitas,fitar,indicativo,tu,presente
fitaste,fitar,indicativo,tu,pretérito perfeito
fitavas,fitar,indicativo,tu,pretérito imperfeito
fita,fitar,indicativo,ele/ela,presente
fitou,fitar,indicativo,ele/ela,pretérito perfeito
fitava,fitar,indicativo,ele/ela,pretérito imperfeito
fitamos,fitar,indicativo,nós,presente
fitámos / fitamos,fitar,indicativo,nós,pretérito perfeito
fitávamos,fitar,indicativo,nós,pretérito imperfeito
fitais,fitar,indicativo,vós,presente
fitastes,fitar,indicativo,vós,pretérito perfeito
fitáveis,fitar,indicativo,vós,pretérito imperfeito
fitam,fitar,indicativo,eles/elas,presente
fitaram,fitar,indicativo,eles/elas,pretérito perfeito
fitavam,fitar,indicativo,eles/elas,pretérito imperfeito
fitara,fitar,indicativo,eu,pret. mais-que-perfeito
fitarei,fitar,indicativo,eu,futuro
fitaria,fitar,indicativo,eu,condicional
fitaras,fitar,indicativo,tu,pret. mais-que-perfeito
fitarás,fitar,indicativo,tu,futuro
fitarias,fitar,indicativo,tu,condicional
fitara,fitar,indicativo,ele/ela,pret. mais-que-perfeito
fitará,fitar,indicativo,ele/ela,futuro
fitaria,fitar,indicativo,ele/ela,condicional
fitáramos,fitar,indicativo,nós,pret. mais-que-perfeito
fitaremos,fitar,indicativo,nós,futuro
fitaríamos,fitar,indicativo,nós,condicional
fitáreis,fitar,indicativo,vós,pret. mais-que-perfeito
fitareis,fitar,indicativo,vós,futuro
fitaríeis,fitar,indicativo,vós,condicional
