conj,infinitive,mode,pess,time
superaste,superar,indicativo,tu,pretérito perfeito
superavas,superar,indicativo,tu,pretérito imperfeito
supera,superar,indicativo,ele/ela,presente
superou,superar,indicativo,ele/ela,pretérito perfeito
superava,superar,indicativo,ele/ela,pretérito imperfeito
superamos,superar,indicativo,nós,presente
superámos / superamos,superar,indicativo,nós,pretérito perfeito
superávamos,superar,indicativo,nós,pretérito imperfeito
superais,superar,indicativo,vós,presente
superastes,superar,indicativo,vós,pretérito perfeito
superáveis,superar,indicativo,vós,pretérito imperfeito
superam,superar,indicativo,eles/elas,presente
superaram,superar,indicativo,eles/elas,pretérito perfeito
superavam,superar,indicativo,eles/elas,pretérito imperfeito
superara,superar,indicativo,eu,pret. mais-que-perfeito
superarei,superar,indicativo,eu,futuro
superaria,superar,indicativo,eu,condicional
superaras,superar,indicativo,tu,pret. mais-que-perfeito
superarás,superar,indicativo,tu,futuro
superarias,superar,indicativo,tu,condicional
superara,superar,indicativo,ele/ela,pret. mais-que-perfeito
superará,superar,indicativo,ele/ela,futuro
superaria,superar,indicativo,ele/ela,condicional
superáramos,superar,indicativo,nós,pret. mais-que-perfeito
superaremos,superar,indicativo,nós,futuro
superaríamos,superar,indicativo,nós,condicional
superáreis,superar,indicativo,vós,pret. mais-que-perfeito
superareis,superar,indicativo,vós,futuro
superaríeis,superar,indicativo,vós,condicional
superaram,superar,indicativo,eles/elas,pret. mais-que-perfeito
superarão,superar,indicativo,eles/elas,futuro
superariam,superar,indicativo,eles/elas,condicional
cultivo,cultivar,indicativo,eu,presente
cultivei,cultivar,indicativo,eu,pretérito perfeito
cultivava,cultivar,indicativo,eu,pretérito imperfeito
cultivas,cultivar,indicativo,tu,presente
cultivaste,cultivar,indicativo,tu,pretérito perfeito
cultivavas,cultivar,indicativo,tu,pretérito imperfeito
cultiva,cultivar,indicativo,ele/ela,presente
cultivou,cultivar,indicativo,ele/ela,pretérito perfeito
cultivava,cultivar,indicativo,ele/ela,pretérito imperfeito
cultivamos,cultivar,indicativo,nós,presente
cultivámos / cultivamos,cultivar,indicativo,nós,pretérito perfeito
cultivávamos,cultivar,indicativo,nós,pretérito imperfeito
cultivais,cultivar,indicativo,vós,presente
cultivastes,cultivar,indicativo,vós,pretérito perfeito
cultiváveis,cultivar,indicativo,vós,pretérito imperfeito
cultivam,cultivar,indicativo,eles/elas,presente
cultivaram,cultivar,indicativo,eles/elas,pretérito perfeito
cultivavam,cultivar,indicativo,eles/elas,pretérito imperfeito
cultivara,cultivar,indicativo,eu,pret. mais-que-perfeito
cultivarei,cultivar,indicativo,eu,futuro
cultivaria,cultivar,indicativo,eu,condicional
cultivaras,cultivar,indicativo,tu,pret. mais-que-perfeito
cultivarás,cultivar,indicativo,tu,futuro
cultivarias,cultivar,indicativo,tu,condicional
cultivara,cultivar,indicativo,ele/ela,pret. mais-que-perfeito
cultivará,cultivar,indicativo,ele/ela,futuro
cultivaria,cultivar,indicativo,ele/ela,condicional
cultiváramos,cultivar,indicativo,nós,pret. mais-que-perfeito
cultivaremos,cultivar,indicativo,nós,futuro
cultivaríamos,cultivar,indicativo,nós,condicional
cultiváreis,cultivar,indicativo,vós,pret. mais-que-perfeito
cultivareis,cultivar,indicativo,vós,futuro
cultivaríeis,cultivar,indicativo,vós,condicional
cultivaram,cultivar,indicativo,eles/elas,pret. mais-que-perfeito
cultivarão,cultivar,indicativo,eles/elas,futuro
cultivariam,cultivar,indicativo,eles/elas,condicional
agito,agitar,indicativo,eu,presente
agitei,agitar,indicativo,eu,pretérito perfeito
agitava,agitar,indicativo,eu,pretérito imperfeito
agitas,agitar,indicativo,tu,presente
agitaste,agitar,indicativo,tu,pretérito perfeito
agitavas,agitar,indicativo,tu,pretérito imperfeito
agita,agitar,indicativo,ele/ela,presente
agitou,agitar,indicativo,ele/ela,pretérito perfeito
agitava,agitar,indicativo,ele/ela,pretérito imperfeito
agitamos,agitar,indicativo,nós,presente
agitámos / agitamos,agitar,indicativo,nós,pretérito perfeito
agitávamos,agitar,indicativo,nós,pretérito imperfeito
agitais,agitar,indicativo,vós,presente
agitastes,agitar,indicativo,vós,pretérito perfeito
agitáveis,agitar,indicativo,vós,pretérito imperfeito
agitam,agitar,indicativo,eles/elas,presente
agitaram,agitar,indicativo,eles/elas,pretérito perfeito
agitavam,agitar,indicativo,eles/elas,pretérito imperfeito
agitara,agitar,indicativo,eu,pret. mais-que-perfeito
agitarei,agitar,indicativo,eu,futuro
agitaria,agitar,indicativo,eu,condicional
agitaras,agitar,indicativo,tu,pret. mais-que-perfeito
agitarás,agitar,indicativo,tu,futuro
agitarias,agitar,indicativo,tu,condicional
agitara,agitar,indicativo,ele/ela,pret. mais-que-perfeito
agitará,agitar,indicativo,ele/ela,futuro
agitaria,agitar,indicativo,ele/ela,condicional
agitáramos,agitar,indicativo,nós,pret. mais-que-perfeito
agitaremos,agitar,indicativo,nós,futuro
agitaríamos,agitar,indicativo,nós,condicional
agitáreis,agitar,indicativo,vós,pret. mais-que-perfeito
agitareis,agitar,indicativo,vós,futuro
agitaríeis,agitar,indicativo,vós,condicional
agitaram,agitar,indicativo,eles/elas,pret. mais-que-perfeito
agitarão,agitar,indicativo,eles/elas,futuro
agitariam,agitar,indicativo,eles/elas,condicional
revejo,rever,indicativo,eu,presente
revi,rever,indicativo,eu,pretérito perfeito
revia,rever,indicativo,eu,pretérito imperfeito
revês,rever,indicativo,tu,presente
reviste,rever,indicativo,tu,pretérito perfeito
revias,rever,indicativo,tu,pretérito imperfeito
revê,rever,indicativo,ele/ela,presente
reviu,rever,indicativo,ele/ela,pretérito perfeito
revia,rever,indicativo,ele/ela,pretérito imperfeito
revemos,rever,indicativo,nós,presente
revimos,rever,indicativo,nós,pretérito perfeito
revíamos,rever,indicativo,nós,pretérito imperfeito
revedes,rever,indicativo,vós,presente
revistes,rever,indicativo,vós,pretérito perfeito
revíeis,rever,indicativo,vós,pretérito imperfeito
reveem,rever,indicativo,eles/elas,presente
reviram,rever,indicativo,eles/elas,pretérito perfeito
reviam,rever,indicativo,eles/elas,pretérito imperfeito
revira,rever,indicativo,eu,pret. mais-que-perfeito
reverei,rever,indicativo,eu,futuro
reveria,rever,indicativo,eu,condicional
reviras,rever,indicativo,tu,pret. mais-que-perfeito
reverás,rever,indicativo,tu,futuro
reverias,rever,indicativo,tu,condicional
revira,rever,indicativo,ele/ela,pret. mais-que-perfeito
reverá,rever,indicativo,ele/ela,futuro
reveria,rever,indicativo,ele/ela,condicional
revíramos,rever,indicativo,nós,pret. mais-que-perfeito
reveremos,rever,indicativo,nós,futuro
reveríamos,rever,indicativo,nós,condicional
revíreis,rever,indicativo,vós,pret. mais-que-perfeito
revereis,rever,indicativo,vós,futuro
reveríeis,rever,indicativo,vós,condicional
reviram,rever,indicativo,eles/elas,pret. mais-que-perfeito
reverão,rever,indicativo,eles/elas,futuro
reveriam,rever,indicativo,eles/elas,condicional
oriento,orientar,indicativo,eu,presente
orientei,orientar,indicativo,eu,pretérito perfeito
orientava,orientar,indicativo,eu,pretérito imperfeito
orientas,orientar,indicativo,tu,presente
orientaste,orientar,indicativo,tu,pretérito perfeito
orientavas,orientar,indicativo,tu,pretérito imperfeito
orienta,orientar,indicativo,ele/ela,presente
orientou,orientar,indicativo,ele/ela,pretérito perfeito
orientava,orientar,indicativo,ele/ela,pretérito imperfeito
orientamos,orientar,indicativo,nós,presente
orientámos / orientamos,orientar,indicativo,nós,pretérito perfeito
orientávamos,orientar,indicativo,nós,pretérito imperfeito
orientais,orientar,indicativo,vós,presente
orientastes,orientar,indicativo,vós,pretérito perfeito
orientáveis,orientar,indicativo,vós,pretérito imperfeito
orientam,orientar,indicativo,eles/elas,presente
orientaram,orientar,indicativo,eles/elas,pretérito perfeito
orientavam,orientar,indicativo,eles/elas,pretérito imperfeito
orientara,orientar,indicativo,eu,pret. mais-que-perfeito
orientarei,orientar,indicativo,eu,futuro
orientaria,orientar,indicativo,eu,condicional
orientaras,orientar,indicativo,tu,pret. mais-que-perfeito
orientarás,orientar,indicativo,tu,futuro
orientarias,orientar,indicativo,tu,condicional
orientara,orientar,indicativo,ele/ela,pret. mais-que-perfeito
orientará,orientar,indicativo,ele/ela,futuro
orientaria,orientar,indicativo,ele/ela,condicional
orientáramos,orientar,indicativo,nós,pret. mais-que-perfeito
orientaremos,orientar,indicativo,nós,futuro
orientaríamos,orientar,indicativo,nós,condicional
orientáreis,orientar,indicativo,vós,pret. mais-que-perfeito
orientareis,orientar,indicativo,vós,futuro
orientaríeis,orientar,indicativo,vós,condicional
orientaram,orientar,indicativo,eles/elas,pret. mais-que-perfeito
orientarão,orientar,indicativo,eles/elas,futuro
orientariam,orientar,indicativo,eles/elas,condicional
animo,animar,indicativo,eu,presente
animei,animar,indicativo,eu,pretérito perfeito
animava,animar,indicativo,eu,pretérito imperfeito
animas,animar,indicativo,tu,presente
animaste,animar,indicativo,tu,pretérito perfeito
animavas,animar,indicativo,tu,pretérito imperfeito
anima,animar,indicativo,ele/ela,presente
animou,animar,indicativo,ele/ela,pretérito perfeito
animava,animar,indicativo,ele/ela,pretérito imperfeito
animamos,animar,indicativo,nós,presente
animámos / animamos,animar,indicativo,nós,pretérito perfeito
animávamos,animar,indicativo,nós,pretérito imperfeito
animais,animar,indicativo,vós,presente
animastes,animar,indicativo,vós,pretérito perfeito
animáveis,animar,indicativo,vós,pretérito imperfeito
animam,animar,indicativo,eles/elas,presente
animaram,animar,indicativo,eles/elas,pretérito perfeito
animavam,animar,indicativo,eles/elas,pretérito imperfeito
animara,animar,indicativo,eu,pret. mais-que-perfeito
animarei,animar,indicativo,eu,futuro
animaria,animar,indicativo,eu,condicional
animaras,animar,indicativo,tu,pret. mais-que-perfeito
animarás,animar,indicativo,tu,futuro
animarias,animar,indicativo,tu,condicional
animara,animar,indicativo,ele/ela,pret. mais-que-perfeito
animará,animar,indicativo,ele/ela,futuro
animaria,animar,indicativo,ele/ela,condicional
animáramos,animar,indicativo,nós,pret. mais-que-perfeito
animaremos,animar,indicativo,nós,futuro
animaríamos,animar,indicativo,nós,condicional
animáreis,animar,indicativo,vós,pret. mais-que-perfeito
animareis,animar,indicativo,vós,futuro
animaríeis,animar,indicativo,vós,condicional
animaram,animar,indicativo,eles/elas,pret. mais-que-perfeito
animarão,animar,indicativo,eles/elas,futuro
animariam,animar,indicativo,eles/elas,condicional
demito,demitir,indicativo,eu,presente
demiti,demitir,indicativo,eu,pretérito perfeito
demitia,demitir,indicativo,eu,pretérito imperfeito
demites,demitir,indicativo,tu,presente
demitiste,demitir,indicativo,tu,pretérito perfeito
demitias,demitir,indicativo,tu,pretérito imperfeito
demite,demitir,indicativo,ele/ela,presente
demitiu,demitir,indicativo,ele/ela,pretérito perfeito
demitia,demitir,indicativo,ele/ela,pretérito imperfeito
demitimos,demitir,indicativo,nós,presente
demitimos,demitir,indicativo,nós,pretérito perfeito
demitíamos,demitir,indicativo,nós,pretérito imperfeito
demitis,demitir,indicativo,vós,presente
demitistes,demitir,indicativo,vós,pretérito perfeito
demitíeis,demitir,indicativo,vós,pretérito imperfeito
demitem,demitir,indicativo,eles/elas,presente
demitiram,demitir,indicativo,eles/elas,pretérito perfeito
demitiam,demitir,indicativo,eles/elas,pretérito imperfeito
demitira,demitir,indicativo,eu,pret. mais-que-perfeito
demitirei,demitir,indicativo,eu,futuro
demitiria,demitir,indicativo,eu,condicional
demitiras,demitir,indicativo,tu,pret. mais-que-perfeito
demitirás,demitir,indicativo,tu,futuro
demitirias,demitir,indicativo,tu,condicional
demitira,demitir,indicativo,ele/ela,pret. mais-que-perfeito
demitirá,demitir,indicativo,ele/ela,futuro
demitiria,demitir,indicativo,ele/ela,condicional
demitíramos,demitir,indicativo,nós,pret. mais-que-perfeito
demitiremos,demitir,indicativo,nós,futuro
demitiríamos,demitir,indicativo,nós,condicional
demitíreis,demitir,indicativo,vós,pret. mais-que-perfeito
demitireis,demitir,indicativo,vós,futuro
demitiríeis,demitir,indicativo,vós,condicional
demitiram,demitir,indicativo,eles/elas,pret. mais-que-perfeito
demitirão,demitir,indicativo,eles/elas,futuro
demitiriam,demitir,indicativo,eles/elas,condicional
assento,assentar,indicativo,eu,presente
assentei,assentar,indicativo,eu,pretérito perfeito
assentava,assentar,indicativo,eu,pretérito imperfeito
assentas,assentar,indicativo,tu,presente
assentaste,assentar,indicativo,tu,pretérito perfeito
assentavas,assentar,indicativo,tu,pretérito imperfeito
assenta,assentar,indicativo,ele/ela,presente
assentou,assentar,indicativo,ele/ela,pretérito perfeito
assentava,assentar,indicativo,ele/ela,pretérito imperfeito
assentamos,assentar,indicativo,nós,presente
assentámos / assentamos,assentar,indicativo,nós,pretérito perfeito
assentávamos,assentar,indicativo,nós,pretérito imperfeito
assentais,assentar,indicativo,vós,presente
assentastes,assentar,indicativo,vós,pretérito perfeito
assentáveis,assentar,indicativo,vós,pretérito imperfeito
assentam,assentar,indicativo,eles/elas,presente
assentaram,assentar,indicativo,eles/elas,pretérito perfeito
assentavam,assentar,indicativo,eles/elas,pretérito imperfeito
assentara,assentar,indicativo,eu,pret. mais-que-perfeito
assentarei,assentar,indicativo,eu,futuro
assentaria,assentar,indicativo,eu,condicional
assentaras,assentar,indicativo,tu,pret. mais-que-perfeito
assentarás,assentar,indicativo,tu,futuro
assentarias,assentar,indicativo,tu,condicional
assentara,assentar,indicativo,ele/ela,pret. mais-que-perfeito
assentará,assentar,indicativo,ele/ela,futuro
assentaria,assentar,indicativo,ele/ela,condicional
assentáramos,assentar,indicativo,nós,pret. mais-que-perfeito
assentaremos,assentar,indicativo,nós,futuro
assentaríamos,assentar,indicativo,nós,condicional
assentáreis,assentar,indicativo,vós,pret. mais-que-perfeito
assentareis,assentar,indicativo,vós,futuro
assentaríeis,assentar,indicativo,vós,condicional
assentaram,assentar,indicativo,eles/elas,pret. mais-que-perfeito
assentarão,assentar,indicativo,eles/elas,futuro
assentariam,assentar,indicativo,eles/elas,condicional
possibilito,possibilitar,indicativo,eu,presente
possibilitei,possibilitar,indicativo,eu,pretérito perfeito
possibilitava,possibilitar,indicativo,eu,pretérito imperfeito
possibilitas,possibilitar,indicativo,tu,presente
possibilitaste,possibilitar,indicativo,tu,pretérito perfeito
possibilitavas,possibilitar,indicativo,tu,pretérito imperfeito
possibilita,possibilitar,indicativo,ele/ela,presente
possibilitou,possibilitar,indicativo,ele/ela,pretérito perfeito
possibilitava,possibilitar,indicativo,ele/ela,pretérito imperfeito
possibilitamos,possibilitar,indicativo,nós,presente
possibilitámos / possibilitamos,possibilitar,indicativo,nós,pretérito perfeito
possibilitávamos,possibilitar,indicativo,nós,pretérito imperfeito
possibilitais,possibilitar,indicativo,vós,presente
possibilitastes,possibilitar,indicativo,vós,pretérito perfeito
possibilitáveis,possibilitar,indicativo,vós,pretérito imperfeito
possibilitam,possibilitar,indicativo,eles/elas,presente
possibilitaram,possibilitar,indicativo,eles/elas,pretérito perfeito
possibilitavam,possibilitar,indicativo,eles/elas,pretérito imperfeito
possibilitara,possibilitar,indicativo,eu,pret. mais-que-perfeito
possibilitarei,possibilitar,indicativo,eu,futuro
possibilitaria,possibilitar,indicativo,eu,condicional
possibilitaras,possibilitar,indicativo,tu,pret. mais-que-perfeito
possibilitarás,possibilitar,indicativo,tu,futuro
possibilitarias,possibilitar,indicativo,tu,condicional
possibilitara,possibilitar,indicativo,ele/ela,pret. mais-que-perfeito
possibilitará,possibilitar,indicativo,ele/ela,futuro
possibilitaria,possibilitar,indicativo,ele/ela,condicional
possibilitáramos,possibilitar,indicativo,nós,pret. mais-que-perfeito
possibilitaremos,possibilitar,indicativo,nós,futuro
possibilitaríamos,possibilitar,indicativo,nós,condicional
possibilitáreis,possibilitar,indicativo,vós,pret. mais-que-perfeito
possibilitareis,possibilitar,indicativo,vós,futuro
possibilitaríeis,possibilitar,indicativo,vós,condicional
possibilitaram,possibilitar,indicativo,eles/elas,pret. mais-que-perfeito
possibilitarão,possibilitar,indicativo,eles/elas,futuro
possibilitariam,possibilitar,indicativo,eles/elas,condicional
proporciono,proporcionar,indicativo,eu,presente
proporcionei,proporcionar,indicativo,eu,pretérito perfeito
proporcionava,proporcionar,indicativo,eu,pretérito imperfeito
proporcionas,proporcionar,indicativo,tu,presente
proporcionaste,proporcionar,indicativo,tu,pretérito perfeito
proporcionavas,proporcionar,indicativo,tu,pretérito imperfeito
proporciona,proporcionar,indicativo,ele/ela,presente
proporcionou,proporcionar,indicativo,ele/ela,pretérito perfeito
proporcionava,proporcionar,indicativo,ele/ela,pretérito imperfeito
proporcionamos,proporcionar,indicativo,nós,presente
proporcionámos / proporcionamos,proporcionar,indicativo,nós,pretérito perfeito
proporcionávamos,proporcionar,indicativo,nós,pretérito imperfeito
proporcionais,proporcionar,indicativo,vós,presente
proporcionastes,proporcionar,indicativo,vós,pretérito perfeito
proporcionáveis,proporcionar,indicativo,vós,pretérito imperfeito
proporcionam,proporcionar,indicativo,eles/elas,presente
proporcionaram,proporcionar,indicativo,eles/elas,pretérito perfeito
proporcionavam,proporcionar,indicativo,eles/elas,pretérito imperfeito
proporcionara,proporcionar,indicativo,eu,pret. mais-que-perfeito
proporcionarei,proporcionar,indicativo,eu,futuro
proporcionaria,proporcionar,indicativo,eu,condicional
proporcionaras,proporcionar,indicativo,tu,pret. mais-que-perfeito
proporcionarás,proporcionar,indicativo,tu,futuro
proporcionarias,proporcionar,indicativo,tu,condicional
proporcionara,proporcionar,indicativo,ele/ela,pret. mais-que-perfeito
proporcionará,proporcionar,indicativo,ele/ela,futuro
proporcionaria,proporcionar,indicativo,ele/ela,condicional
proporcionáramos,proporcionar,indicativo,nós,pret. mais-que-perfeito
proporcionaremos,proporcionar,indicativo,nós,futuro
proporcionaríamos,proporcionar,indicativo,nós,condicional
proporcionáreis,proporcionar,indicativo,vós,pret. mais-que-perfeito
proporcionareis,proporcionar,indicativo,vós,futuro
proporcionaríeis,proporcionar,indicativo,vós,condicional
proporcionaram,proporcionar,indicativo,eles/elas,pret. mais-que-perfeito
proporcionarão,proporcionar,indicativo,eles/elas,futuro
proporcionariam,proporcionar,indicativo,eles/elas,condicional
inauguro,inaugurar,indicativo,eu,presente
inaugurei,inaugurar,indicativo,eu,pretérito perfeito
inaugurava,inaugurar,indicativo,eu,pretérito imperfeito
inauguras,inaugurar,indicativo,tu,presente
inauguraste,inaugurar,indicativo,tu,pretérito perfeito
inauguravas,inaugurar,indicativo,tu,pretérito imperfeito
inaugura,inaugurar,indicativo,ele/ela,presente
inaugurou,inaugurar,indicativo,ele/ela,pretérito perfeito
inaugurava,inaugurar,indicativo,ele/ela,pretérito imperfeito
inauguramos,inaugurar,indicativo,nós,presente
inaugurámos / inauguramos,inaugurar,indicativo,nós,pretérito perfeito
inaugurávamos,inaugurar,indicativo,nós,pretérito imperfeito
inaugurais,inaugurar,indicativo,vós,presente
inaugurastes,inaugurar,indicativo,vós,pretérito perfeito
inauguráveis,inaugurar,indicativo,vós,pretérito imperfeito
inauguram,inaugurar,indicativo,eles/elas,presente
inauguraram,inaugurar,indicativo,eles/elas,pretérito perfeito
inauguravam,inaugurar,indicativo,eles/elas,pretérito imperfeito
inaugurara,inaugurar,indicativo,eu,pret. mais-que-perfeito
inaugurarei,inaugurar,indicativo,eu,futuro
inauguraria,inaugurar,indicativo,eu,condicional
inauguraras,inaugurar,indicativo,tu,pret. mais-que-perfeito
inaugurarás,inaugurar,indicativo,tu,futuro
inaugurarias,inaugurar,indicativo,tu,condicional
inaugurara,inaugurar,indicativo,ele/ela,pret. mais-que-perfeito
inaugurará,inaugurar,indicativo,ele/ela,futuro
inauguraria,inaugurar,indicativo,ele/ela,condicional
inauguráramos,inaugurar,indicativo,nós,pret. mais-que-perfeito
inauguraremos,inaugurar,indicativo,nós,futuro
inauguraríamos,inaugurar,indicativo,nós,condicional
inauguráreis,inaugurar,indicativo,vós,pret. mais-que-perfeito
inaugurareis,inaugurar,indicativo,vós,futuro
inauguraríeis,inaugurar,indicativo,vós,condicional
inauguraram,inaugurar,indicativo,eles/elas,pret. mais-que-perfeito
inaugurarão,inaugurar,indicativo,eles/elas,futuro
inaugurariam,inaugurar,indicativo,eles/elas,condicional
beijo,beijar,indicativo,eu,presente
beijei,beijar,indicativo,eu,pretérito perfeito
beijava,beijar,indicativo,eu,pretérito imperfeito
beijas,beijar,indicativo,tu,presente
beijaste,beijar,indicativo,tu,pretérito perfeito
beijavas,beijar,indicativo,tu,pretérito imperfeito
beija,beijar,indicativo,ele/ela,presente
beijou,beijar,indicativo,ele/ela,pretérito perfeito
beijava,beijar,indicativo,ele/ela,pretérito imperfeito
beijamos,beijar,indicativo,nós,presente
beijámos / beijamos,beijar,indicativo,nós,pretérito perfeito
beijávamos,beijar,indicativo,nós,pretérito imperfeito
beijais,beijar,indicativo,vós,presente
beijastes,beijar,indicativo,vós,pretérito perfeito
beijáveis,beijar,indicativo,vós,pretérito imperfeito
beijam,beijar,indicativo,eles/elas,presente
beijaram,beijar,indicativo,eles/elas,pretérito perfeito
beijavam,beijar,indicativo,eles/elas,pretérito imperfeito
beijara,beijar,indicativo,eu,pret. mais-que-perfeito
beijarei,beijar,indicativo,eu,futuro
beijaria,beijar,indicativo,eu,condicional
beijaras,beijar,indicativo,tu,pret. mais-que-perfeito
beijarás,beijar,indicativo,tu,futuro
beijarias,beijar,indicativo,tu,condicional
beijara,beijar,indicativo,ele/ela,pret. mais-que-perfeito
beijará,beijar,indicativo,ele/ela,futuro
beijaria,beijar,indicativo,ele/ela,condicional
beijáramos,beijar,indicativo,nós,pret. mais-que-perfeito
beijaremos,beijar,indicativo,nós,futuro
beijaríamos,beijar,indicativo,nós,condicional
beijáreis,beijar,indicativo,vós,pret. mais-que-perfeito
beijareis,beijar,indicativo,vós,futuro
beijaríeis,beijar,indicativo,vós,condicional
beijaram,beijar,indicativo,eles/elas,pret. mais-que-perfeito
beijarão,beijar,indicativo,eles/elas,futuro
beijariam,beijar,indicativo,eles/elas,condicional
autorizo,autorizar,indicativo,eu,presente
autorizei,autorizar,indicativo,eu,pretérito perfeito
autorizava,autorizar,indicativo,eu,pretérito imperfeito
autorizas,autorizar,indicativo,tu,presente
autorizaste,autorizar,indicativo,tu,pretérito perfeito
autorizavas,autorizar,indicativo,tu,pretérito imperfeito
autoriza,autorizar,indicativo,ele/ela,presente
autorizou,autorizar,indicativo,ele/ela,pretérito perfeito
autorizava,autorizar,indicativo,ele/ela,pretérito imperfeito
autorizamos,autorizar,indicativo,nós,presente
autorizámos / autorizamos,autorizar,indicativo,nós,pretérito perfeito
autorizávamos,autorizar,indicativo,nós,pretérito imperfeito
autorizais,autorizar,indicativo,vós,presente
autorizastes,autorizar,indicativo,vós,pretérito perfeito
autorizáveis,autorizar,indicativo,vós,pretérito imperfeito
autorizam,autorizar,indicativo,eles/elas,presente
autorizaram,autorizar,indicativo,eles/elas,pretérito perfeito
autorizavam,autorizar,indicativo,eles/elas,pretérito imperfeito
autorizara,autorizar,indicativo,eu,pret. mais-que-perfeito
autorizarei,autorizar,indicativo,eu,futuro
autorizaria,autorizar,indicativo,eu,condicional
autorizaras,autorizar,indicativo,tu,pret. mais-que-perfeito
autorizarás,autorizar,indicativo,tu,futuro
autorizarias,autorizar,indicativo,tu,condicional
autorizara,autorizar,indicativo,ele/ela,pret. mais-que-perfeito
autorizará,autorizar,indicativo,ele/ela,futuro
autorizaria,autorizar,indicativo,ele/ela,condicional
autorizáramos,autorizar,indicativo,nós,pret. mais-que-perfeito
autorizaremos,autorizar,indicativo,nós,futuro
autorizaríamos,autorizar,indicativo,nós,condicional
autorizáreis,autorizar,indicativo,vós,pret. mais-que-perfeito
autorizareis,autorizar,indicativo,vós,futuro
autorizaríeis,autorizar,indicativo,vós,condicional
autorizaram,autorizar,indicativo,eles/elas,pret. mais-que-perfeito
autorizarão,autorizar,indicativo,eles/elas,futuro
autorizariam,autorizar,indicativo,eles/elas,condicional
desfaço,desfazer,indicativo,eu,presente
